,dep_delay,arr_delay,difference
44539,224.0,208.0,16.0
44541,7.0,5.0,2.0
44542,33.0,19.0,14.0
44544,2.0,-2.0,4.0
44545,27.0,9.0,18.0
44547,22.0,12.0,10.0
44548,6.0,-9.0,15.0
44550,62.0,45.0,17.0
44552,67.0,54.0,13.0
44554,1.0,-13.0,14.0
44556,15.0,7.0,8.0
44557,86.0,84.0,2.0
44559,4.0,5.0,-1.0
44565,32.0,34.0,-2.0
44566,3.0,-3.0,6.0
44570,35.0,14.0,21.0
44573,8.0,3.0,5.0
44580,22.0,35.0,-13.0
44581,26.0,12.0,14.0
44589,15.0,9.0,6.0
44590,7.0,-17.0,24.0
44594,5.0,-12.0,17.0
44595,25.0,26.0,-1.0
44596,23.0,23.0,0.0
44602,4.0,-9.0,13.0
44606,142.0,136.0,6.0
44609,2.0,-7.0,9.0
44610,38.0,32.0,6.0
44614,7.0,-4.0,11.0
44619,4.0,-2.0,6.0
44621,19.0,6.0,13.0
44622,32.0,18.0,14.0
44623,17.0,13.0,4.0
44629,21.0,20.0,1.0
44632,6.0,-11.0,17.0
44635,29.0,22.0,7.0
44641,59.0,62.0,-3.0
44647,1.0,-5.0,6.0
44649,6.0,6.0,0.0
44650,1.0,-9.0,10.0
44653,14.0,9.0,5.0
44654,12.0,-1.0,13.0
44659,34.0,25.0,9.0
44669,40.0,50.0,-10.0
44678,31.0,32.0,-1.0
44679,13.0,5.0,8.0
44682,220.0,205.0,15.0
44688,57.0,63.0,-6.0
44689,196.0,233.0,-37.0
44691,12.0,-3.0,15.0
44692,51.0,134.0,-83.0
44693,119.0,121.0,-2.0
44694,113.0,104.0,9.0
44695,30.0,10.0,20.0
44696,3.0,4.0,-1.0
44700,18.0,8.0,10.0
44704,48.0,36.0,12.0
44706,2.0,-13.0,15.0
44709,11.0,8.0,3.0
44713,9.0,8.0,1.0
44714,22.0,15.0,7.0
44716,14.0,9.0,5.0
44717,12.0,-2.0,14.0
44718,46.0,38.0,8.0
44719,27.0,21.0,6.0
44720,16.0,31.0,-15.0
44722,69.0,81.0,-12.0
44723,113.0,129.0,-16.0
44724,122.0,133.0,-11.0
44725,74.0,44.0,30.0
44726,59.0,50.0,9.0
44727,59.0,62.0,-3.0
44728,13.0,5.0,8.0
44729,43.0,39.0,4.0
44730,4.0,44.0,-40.0
44731,12.0,7.0,5.0
44739,6.0,22.0,-16.0
44740,19.0,14.0,5.0
44744,11.0,13.0,-2.0
44746,76.0,71.0,5.0
44749,18.0,10.0,8.0
44757,35.0,28.0,7.0
44765,36.0,25.0,11.0
44766,12.0,27.0,-15.0
44767,3.0,24.0,-21.0
44768,83.0,177.0,-94.0
44772,33.0,24.0,9.0
44773,35.0,24.0,11.0
44777,30.0,42.0,-12.0
44778,37.0,34.0,3.0
44782,15.0,-5.0,20.0
44788,9.0,2.0,7.0
44791,9.0,-15.0,24.0
44794,319.0,334.0,-15.0
44795,328.0,318.0,10.0
44801,3.0,2.0,1.0
44803,6.0,2.0,4.0
44808,35.0,27.0,8.0
44809,14.0,-2.0,16.0
44811,79.0,63.0,16.0
44812,64.0,62.0,2.0
44815,11.0,-1.0,12.0
44826,7.0,-6.0,13.0
44829,22.0,3.0,19.0
44830,16.0,60.0,-44.0
44833,37.0,36.0,1.0
44837,160.0,160.0,0.0
44841,89.0,120.0,-31.0
44856,21.0,14.0,7.0
44857,67.0,60.0,7.0
44860,88.0,93.0,-5.0
44865,10.0,20.0,-10.0
44866,6.0,5.0,1.0
44867,1.0,-7.0,8.0
44869,70.0,61.0,9.0
44874,86.0,120.0,-34.0
44876,46.0,46.0,0.0
44877,5.0,3.0,2.0
44880,89.0,80.0,9.0
44881,103.0,105.0,-2.0
44883,4.0,-3.0,7.0
44887,76.0,47.0,29.0
44889,478.0,493.0,-15.0
44890,24.0,27.0,-3.0
44892,33.0,62.0,-29.0
44893,251.0,224.0,27.0
44896,81.0,111.0,-30.0
44897,5.0,-5.0,10.0
44899,178.0,131.0,47.0
44903,50.0,40.0,10.0
44904,104.0,117.0,-13.0
44909,134.0,133.0,1.0
44910,25.0,130.0,-105.0
44911,148.0,191.0,-43.0
44912,14.0,10.0,4.0
44914,12.0,3.0,9.0
44915,6.0,4.0,2.0
44916,37.0,47.0,-10.0
44921,5.0,39.0,-34.0
44922,15.0,-6.0,21.0
44924,2.0,5.0,-3.0
44926,29.0,17.0,12.0
44927,12.0,7.0,5.0
44930,265.0,258.0,7.0
44931,161.0,160.0,1.0
44934,20.0,19.0,1.0
44936,90.0,78.0,12.0
44937,16.0,-8.0,24.0
44938,2.0,-5.0,7.0
44941,87.0,68.0,19.0
44942,130.0,138.0,-8.0
44943,23.0,13.0,10.0
44944,74.0,63.0,11.0
44945,105.0,68.0,37.0
44948,85.0,75.0,10.0
44954,29.0,31.0,-2.0
44955,8.0,29.0,-21.0
44956,28.0,29.0,-1.0
44957,101.0,99.0,2.0
44962,88.0,124.0,-36.0
44963,47.0,52.0,-5.0
44964,44.0,44.0,0.0
44966,49.0,92.0,-43.0
44968,12.0,27.0,-15.0
44969,40.0,88.0,-48.0
44970,95.0,99.0,-4.0
44971,67.0,73.0,-6.0
44974,39.0,61.0,-22.0
44975,6.0,1.0,5.0
44976,31.0,22.0,9.0
44977,19.0,17.0,2.0
44979,6.0,3.0,3.0
44981,15.0,3.0,12.0
44982,59.0,39.0,20.0
44983,34.0,44.0,-10.0
44984,20.0,110.0,-90.0
44985,79.0,88.0,-9.0
44987,10.0,18.0,-8.0
44988,2.0,-10.0,12.0
44993,2.0,-18.0,20.0
44997,60.0,54.0,6.0
44998,48.0,51.0,-3.0
44999,81.0,61.0,20.0
45000,47.0,44.0,3.0
45001,78.0,90.0,-12.0
45002,75.0,60.0,15.0
45004,9.0,49.0,-40.0
45006,20.0,4.0,16.0
45007,1.0,6.0,-5.0
45008,1.0,-12.0,13.0
45010,40.0,44.0,-4.0
45011,49.0,54.0,-5.0
45015,6.0,-12.0,18.0
45016,2.0,3.0,-1.0
45019,46.0,33.0,13.0
45025,3.0,15.0,-12.0
45028,70.0,66.0,4.0
45032,27.0,45.0,-18.0
45036,4.0,-16.0,20.0
45037,4.0,-5.0,9.0
45038,7.0,-17.0,24.0
45039,39.0,39.0,0.0
45042,24.0,22.0,2.0
45048,986.0,956.0,30.0
45053,2.0,-20.0,22.0
45054,68.0,45.0,23.0
45055,53.0,49.0,4.0
45056,4.0,48.0,-44.0
45065,22.0,-3.0,25.0
45067,42.0,32.0,10.0
45072,3.0,1.0,2.0
45073,37.0,35.0,2.0
45075,86.0,88.0,-2.0
45079,8.0,-9.0,17.0
45082,3.0,-8.0,11.0
45083,10.0,6.0,4.0
45087,113.0,129.0,-16.0
45088,211.0,185.0,26.0
45089,28.0,27.0,1.0
45091,2.0,-8.0,10.0
45092,139.0,142.0,-3.0
45098,21.0,9.0,12.0
45100,6.0,-17.0,23.0
45106,6.0,-11.0,17.0
45107,2.0,-16.0,18.0
45111,25.0,26.0,-1.0
45114,3.0,6.0,-3.0
45117,2.0,10.0,-8.0
45123,18.0,27.0,-9.0
45130,10.0,-6.0,16.0
45131,5.0,-3.0,8.0
45137,24.0,6.0,18.0
45138,6.0,-11.0,17.0
45139,7.0,0.0,7.0
45142,16.0,12.0,4.0
45146,34.0,48.0,-14.0
45148,51.0,37.0,14.0
45149,103.0,92.0,11.0
45151,75.0,59.0,16.0
45153,92.0,143.0,-51.0
45167,19.0,10.0,9.0
45168,57.0,106.0,-49.0
45170,90.0,82.0,8.0
45176,2.0,73.0,-71.0
45187,42.0,24.0,18.0
45188,71.0,77.0,-6.0
45195,23.0,13.0,10.0
45196,15.0,3.0,12.0
45197,57.0,20.0,37.0
45205,94.0,81.0,13.0
45206,82.0,59.0,23.0
45208,37.0,40.0,-3.0
45210,4.0,10.0,-6.0
45214,16.0,29.0,-13.0
45215,4.0,19.0,-15.0
45218,21.0,26.0,-5.0
45220,5.0,2.0,3.0
45223,1.0,3.0,-2.0
45228,6.0,-4.0,10.0
45229,33.0,33.0,0.0
45230,5.0,-2.0,7.0
45231,10.0,-1.0,11.0
45234,6.0,-7.0,13.0
45235,9.0,2.0,7.0
45239,233.0,229.0,4.0
45242,13.0,8.0,5.0
45247,3.0,42.0,-39.0
45250,3.0,6.0,-3.0
45251,19.0,18.0,1.0
45252,1.0,26.0,-25.0
45253,15.0,9.0,6.0
45254,74.0,71.0,3.0
45255,98.0,97.0,1.0
45258,42.0,75.0,-33.0
45259,3.0,-7.0,10.0
45260,12.0,6.0,6.0
45262,31.0,16.0,15.0
45264,11.0,9.0,2.0
45265,53.0,41.0,12.0
45270,2.0,-10.0,12.0
45271,140.0,135.0,5.0
45274,76.0,62.0,14.0
45275,502.0,485.0,17.0
45276,39.0,23.0,16.0
45281,25.0,58.0,-33.0
45282,19.0,5.0,14.0
45283,3.0,-19.0,22.0
45287,30.0,19.0,11.0
45288,49.0,34.0,15.0
45294,32.0,17.0,15.0
45296,47.0,35.0,12.0
45297,51.0,36.0,15.0
45299,35.0,19.0,16.0
45303,9.0,-9.0,18.0
45304,18.0,48.0,-30.0
45305,22.0,1.0,21.0
45306,7.0,-5.0,12.0
45307,35.0,20.0,15.0
45309,2.0,50.0,-48.0
45315,30.0,22.0,8.0
45316,21.0,7.0,14.0
45319,1.0,-27.0,28.0
45321,53.0,34.0,19.0
45323,46.0,39.0,7.0
45328,36.0,26.0,10.0
45329,29.0,39.0,-10.0
45330,34.0,30.0,4.0
45331,40.0,37.0,3.0
45335,23.0,40.0,-17.0
45336,7.0,17.0,-10.0
45337,45.0,37.0,8.0
45338,24.0,12.0,12.0
45340,15.0,4.0,11.0
45341,195.0,192.0,3.0
45342,1329.0,1331.0,-2.0
45345,23.0,12.0,11.0
45346,11.0,21.0,-10.0
45348,58.0,57.0,1.0
45352,87.0,86.0,1.0
45353,48.0,38.0,10.0
45355,126.0,108.0,18.0
45366,120.0,163.0,-43.0
45371,181.0,156.0,25.0
45374,193.0,214.0,-21.0
45376,38.0,26.0,12.0
45378,60.0,60.0,0.0
45389,526.0,509.0,17.0
45394,15.0,34.0,-19.0
45409,4.0,-6.0,10.0
45411,16.0,14.0,2.0
45416,14.0,14.0,0.0
45417,31.0,5.0,26.0
45423,9.0,-3.0,12.0
45426,20.0,-8.0,28.0
45427,19.0,9.0,10.0
45428,4.0,7.0,-3.0
45430,123.0,109.0,14.0
45431,12.0,2.0,10.0
45437,41.0,18.0,23.0
45438,8.0,-5.0,13.0
45441,467.0,451.0,16.0
45445,26.0,25.0,1.0
45447,6.0,10.0,-4.0
45449,73.0,48.0,25.0
45450,14.0,31.0,-17.0
45451,3.0,-9.0,12.0
45454,143.0,128.0,15.0
45455,95.0,111.0,-16.0
45458,89.0,83.0,6.0
45462,3.0,-6.0,9.0
45463,7.0,-7.0,14.0
45467,5.0,-4.0,9.0
45470,2.0,20.0,-18.0
45472,3.0,1.0,2.0
45474,18.0,7.0,11.0
45483,10.0,19.0,-9.0
45491,11.0,-15.0,26.0
45497,36.0,32.0,4.0
45498,32.0,34.0,-2.0
45500,1.0,-1.0,2.0
45502,1.0,-17.0,18.0
45503,11.0,17.0,-6.0
45506,185.0,172.0,13.0
45507,184.0,162.0,22.0
45510,49.0,54.0,-5.0
45511,12.0,-9.0,21.0
45512,13.0,17.0,-4.0
45513,78.0,65.0,13.0
45515,48.0,32.0,16.0
45516,2.0,22.0,-20.0
45518,87.0,78.0,9.0
45519,115.0,102.0,13.0
45524,187.0,190.0,-3.0
45525,70.0,68.0,2.0
45527,128.0,130.0,-2.0
45528,152.0,160.0,-8.0
45531,33.0,30.0,3.0
45534,104.0,112.0,-8.0
45535,125.0,115.0,10.0
45541,611.0,604.0,7.0
45544,6.0,-6.0,12.0
45547,51.0,32.0,19.0
45548,187.0,187.0,0.0
45552,30.0,11.0,19.0
45553,43.0,47.0,-4.0
45554,2.0,-1.0,3.0
45556,21.0,21.0,0.0
45557,8.0,12.0,-4.0
45562,2.0,-2.0,4.0
45563,6.0,-5.0,11.0
45564,89.0,79.0,10.0
45568,4.0,0.0,4.0
45569,3.0,-5.0,8.0
45574,9.0,2.0,7.0
45576,16.0,9.0,7.0
45580,18.0,10.0,8.0
45582,59.0,53.0,6.0
45585,20.0,12.0,8.0
45586,16.0,2.0,14.0
45592,5.0,-5.0,10.0
45593,455.0,412.0,43.0
45599,107.0,94.0,13.0
45609,5.0,-4.0,9.0
45610,11.0,-2.0,13.0
45613,209.0,229.0,-20.0
45615,63.0,58.0,5.0
45618,7.0,10.0,-3.0
45622,57.0,51.0,6.0
45623,15.0,42.0,-27.0
45624,26.0,6.0,20.0
45628,8.0,5.0,3.0
45634,9.0,-3.0,12.0
45635,77.0,59.0,18.0
45636,57.0,42.0,15.0
45638,135.0,121.0,14.0
45639,85.0,73.0,12.0
45640,89.0,78.0,11.0
45646,3.0,-8.0,11.0
45647,7.0,3.0,4.0
45648,46.0,52.0,-6.0
45650,25.0,19.0,6.0
45656,17.0,13.0,4.0
45659,9.0,6.0,3.0
45662,2.0,0.0,2.0
45663,132.0,122.0,10.0
45668,15.0,6.0,9.0
45670,2.0,0.0,2.0
45671,6.0,-2.0,8.0
45672,4.0,-9.0,13.0
45673,27.0,4.0,23.0
45675,20.0,7.0,13.0
45682,13.0,-3.0,16.0
45685,39.0,14.0,25.0
45690,45.0,33.0,12.0
45692,3.0,0.0,3.0
45695,19.0,26.0,-7.0
45698,9.0,3.0,6.0
45700,13.0,1.0,12.0
45701,24.0,9.0,15.0
45707,1.0,-4.0,5.0
45709,22.0,17.0,5.0
45715,1.0,1.0,0.0
45717,27.0,19.0,8.0
45718,134.0,116.0,18.0
45719,64.0,43.0,21.0
45722,29.0,27.0,2.0
45726,162.0,155.0,7.0
45731,35.0,39.0,-4.0
45738,19.0,-2.0,21.0
45739,43.0,30.0,13.0
45748,18.0,7.0,11.0
45749,120.0,104.0,16.0
45753,15.0,16.0,-1.0
45758,22.0,20.0,2.0
45759,14.0,13.0,1.0
45762,6.0,2.0,4.0
45763,15.0,16.0,-1.0
45782,197.0,185.0,12.0
45787,3.0,-9.0,12.0
45789,6.0,0.0,6.0
45790,4.0,-11.0,15.0
45793,7.0,1.0,6.0
45794,5.0,-12.0,17.0
45796,1.0,-11.0,12.0
45798,110.0,102.0,8.0
45799,3.0,-16.0,19.0
45801,2.0,-11.0,13.0
45802,26.0,-1.0,27.0
45803,2.0,-14.0,16.0
45804,16.0,-2.0,18.0
45806,6.0,-13.0,19.0
45810,10.0,-6.0,16.0
45811,14.0,-3.0,17.0
45812,1.0,-9.0,10.0
45813,1.0,-17.0,18.0
45814,2.0,-5.0,7.0
45815,31.0,51.0,-20.0
45818,63.0,58.0,5.0
45819,28.0,61.0,-33.0
45826,30.0,32.0,-2.0
45835,67.0,73.0,-6.0
45836,16.0,14.0,2.0
45839,48.0,36.0,12.0
45840,47.0,96.0,-49.0
45841,11.0,15.0,-4.0
45844,10.0,-1.0,11.0
45848,39.0,40.0,-1.0
45849,41.0,47.0,-6.0
45855,149.0,141.0,8.0
45865,14.0,2.0,12.0
45869,99.0,90.0,9.0
45872,637.0,622.0,15.0
45873,21.0,11.0,10.0
45874,100.0,65.0,35.0
45875,15.0,27.0,-12.0
45876,9.0,2.0,7.0
45880,28.0,11.0,17.0
45881,110.0,102.0,8.0
45882,10.0,3.0,7.0
45888,24.0,13.0,11.0
45892,14.0,-4.0,18.0
45898,1.0,2.0,-1.0
45900,14.0,10.0,4.0
45901,87.0,97.0,-10.0
45902,110.0,102.0,8.0
45905,36.0,44.0,-8.0
45914,36.0,26.0,10.0
45915,38.0,42.0,-4.0
45916,1.0,-9.0,10.0
45926,1.0,-1.0,2.0
45934,103.0,152.0,-49.0
45935,25.0,70.0,-45.0
45936,12.0,10.0,2.0
45937,3.0,5.0,-2.0
45939,72.0,59.0,13.0
45949,903.0,886.0,17.0
45953,26.0,44.0,-18.0
45954,40.0,28.0,12.0
45956,152.0,132.0,20.0
45958,3.0,11.0,-8.0
45964,2.0,-9.0,11.0
45968,51.0,34.0,17.0
45969,280.0,322.0,-42.0
45980,2.0,4.0,-2.0
45982,7.0,4.0,3.0
45985,2.0,-14.0,16.0
45990,97.0,81.0,16.0
45992,274.0,278.0,-4.0
46004,5.0,-9.0,14.0
46007,7.0,-7.0,14.0
46010,10.0,-9.0,19.0
46013,75.0,71.0,4.0
46016,79.0,80.0,-1.0
46017,2.0,5.0,-3.0
46018,10.0,-4.0,14.0
46020,36.0,16.0,20.0
46022,98.0,85.0,13.0
46023,140.0,134.0,6.0
46026,30.0,20.0,10.0
46027,17.0,12.0,5.0
46028,10.0,4.0,6.0
46029,166.0,148.0,18.0
46034,13.0,8.0,5.0
46041,29.0,65.0,-36.0
46044,39.0,25.0,14.0
46045,86.0,98.0,-12.0
46050,1.0,-7.0,8.0
46051,7.0,1.0,6.0
46054,334.0,323.0,11.0
46055,35.0,21.0,14.0
46059,73.0,45.0,28.0
46061,75.0,61.0,14.0
46064,14.0,-2.0,16.0
46066,142.0,104.0,38.0
46076,4.0,-6.0,10.0
46079,22.0,14.0,8.0
46085,5.0,-5.0,10.0
46088,1.0,-20.0,21.0
46089,119.0,114.0,5.0
46090,2.0,-4.0,6.0
46092,4.0,-11.0,15.0
46095,1.0,19.0,-18.0
46096,23.0,15.0,8.0
46104,264.0,280.0,-16.0
46105,279.0,273.0,6.0
46108,2.0,-6.0,8.0
46114,92.0,75.0,17.0
46117,912.0,894.0,18.0
46128,4.0,1.0,3.0
46133,392.0,407.0,-15.0
46135,4.0,45.0,-41.0
46136,528.0,516.0,12.0
46137,18.0,12.0,6.0
46141,279.0,278.0,1.0
46142,425.0,420.0,5.0
46144,22.0,22.0,0.0
46147,90.0,79.0,11.0
46148,373.0,450.0,-77.0
46149,10.0,4.0,6.0
46150,173.0,158.0,15.0
46151,2.0,5.0,-3.0
46152,13.0,31.0,-18.0
46153,21.0,44.0,-23.0
46154,130.0,139.0,-9.0
46155,451.0,478.0,-27.0
46157,136.0,131.0,5.0
46159,58.0,62.0,-4.0
46161,7.0,-2.0,9.0
46162,111.0,98.0,13.0
46168,1.0,-9.0,10.0
46179,124.0,127.0,-3.0
46189,6.0,1.0,5.0
46190,81.0,64.0,17.0
46194,2.0,-17.0,19.0
46196,9.0,-3.0,12.0
46203,2.0,-9.0,11.0
46204,52.0,32.0,20.0
46205,5.0,-9.0,14.0
46206,3.0,-6.0,9.0
46207,2.0,-7.0,9.0
46208,13.0,2.0,11.0
46209,3.0,-15.0,18.0
46213,19.0,18.0,1.0
46221,1.0,-3.0,4.0
46222,22.0,15.0,7.0
46223,12.0,5.0,7.0
46224,56.0,58.0,-2.0
46225,134.0,119.0,15.0
46228,53.0,35.0,18.0
46229,33.0,36.0,-3.0
46232,7.0,3.0,4.0
46233,14.0,-2.0,16.0
46239,3.0,-8.0,11.0
46241,5.0,2.0,3.0
46242,6.0,-5.0,11.0
46246,35.0,24.0,11.0
46247,20.0,14.0,6.0
46250,20.0,17.0,3.0
46251,13.0,2.0,11.0
46254,19.0,7.0,12.0
46255,2.0,4.0,-2.0
46256,1.0,4.0,-3.0
46277,191.0,167.0,24.0
46278,151.0,131.0,20.0
46279,37.0,10.0,27.0
46280,118.0,136.0,-18.0
46281,19.0,3.0,16.0
46282,171.0,163.0,8.0
46284,5.0,-1.0,6.0
46286,5.0,27.0,-22.0
46287,1.0,26.0,-25.0
46290,146.0,178.0,-32.0
46291,122.0,118.0,4.0
46293,58.0,49.0,9.0
46296,139.0,131.0,8.0
46298,14.0,30.0,-16.0
46301,295.0,273.0,22.0
46303,24.0,11.0,13.0
46304,27.0,32.0,-5.0
46306,2.0,6.0,-4.0
46307,34.0,34.0,0.0
46308,15.0,28.0,-13.0
46313,50.0,47.0,3.0
46314,8.0,6.0,2.0
46315,31.0,18.0,13.0
46318,61.0,41.0,20.0
46319,55.0,38.0,17.0
46322,81.0,86.0,-5.0
46327,180.0,175.0,5.0
46333,17.0,41.0,-24.0
46342,1.0,-9.0,10.0
46344,4.0,8.0,-4.0
46345,8.0,-9.0,17.0
46347,98.0,83.0,15.0
46348,101.0,96.0,5.0
46355,6.0,-10.0,16.0
46356,37.0,21.0,16.0
46358,8.0,-2.0,10.0
46360,29.0,18.0,11.0
46365,1.0,3.0,-2.0
46367,3.0,5.0,-2.0
46368,33.0,70.0,-37.0
46369,41.0,31.0,10.0
46374,12.0,15.0,-3.0
46375,4.0,107.0,-103.0
46376,113.0,94.0,19.0
46377,7.0,-3.0,10.0
46378,22.0,39.0,-17.0
46380,15.0,26.0,-11.0
46389,39.0,32.0,7.0
46390,21.0,32.0,-11.0
46393,19.0,17.0,2.0
46396,2.0,7.0,-5.0
46397,92.0,138.0,-46.0
46398,127.0,115.0,12.0
46400,5.0,-6.0,11.0
46402,61.0,69.0,-8.0
46403,45.0,23.0,22.0
46407,34.0,19.0,15.0
46410,14.0,54.0,-40.0
46411,323.0,334.0,-11.0
46414,10.0,22.0,-12.0
46415,25.0,13.0,12.0
46417,3.0,-7.0,10.0
46418,1.0,-9.0,10.0
46425,9.0,-3.0,12.0
46433,2.0,-16.0,18.0
46434,3.0,2.0,1.0
46437,3.0,-2.0,5.0
46442,2.0,8.0,-6.0
46443,2.0,-2.0,4.0
46445,15.0,-3.0,18.0
46446,18.0,7.0,11.0
46450,4.0,4.0,0.0
46456,32.0,23.0,9.0
46457,28.0,17.0,11.0
46459,26.0,14.0,12.0
46463,82.0,71.0,11.0
46467,64.0,59.0,5.0
46470,155.0,153.0,2.0
46473,17.0,18.0,-1.0
46474,143.0,138.0,5.0
46476,70.0,68.0,2.0
46477,2.0,-7.0,9.0
46481,35.0,33.0,2.0
46482,1.0,-3.0,4.0
46488,15.0,11.0,4.0
46489,143.0,141.0,2.0
46491,30.0,30.0,0.0
46497,1.0,17.0,-16.0
46499,7.0,-5.0,12.0
46506,3.0,41.0,-38.0
46507,34.0,45.0,-11.0
46512,51.0,34.0,17.0
46514,50.0,64.0,-14.0
46515,51.0,52.0,-1.0
46517,2.0,4.0,-2.0
46518,1.0,-2.0,3.0
46520,37.0,143.0,-106.0
46521,11.0,20.0,-9.0
46523,4.0,63.0,-59.0
46524,58.0,56.0,2.0
46525,6.0,88.0,-82.0
46527,830.0,843.0,-13.0
46541,9.0,48.0,-39.0
46542,113.0,99.0,14.0
46547,6.0,-5.0,11.0
46549,52.0,45.0,7.0
46550,7.0,3.0,4.0
46556,7.0,-4.0,11.0
46558,10.0,8.0,2.0
46559,172.0,155.0,17.0
46562,56.0,45.0,11.0
46564,2.0,-1.0,3.0
46565,257.0,267.0,-10.0
46568,58.0,98.0,-40.0
46570,1.0,-8.0,9.0
46575,102.0,128.0,-26.0
46576,13.0,34.0,-21.0
46577,2.0,-12.0,14.0
46582,6.0,5.0,1.0
46587,2.0,-1.0,3.0
46589,26.0,6.0,20.0
46600,13.0,79.0,-66.0
46603,47.0,35.0,12.0
46604,6.0,15.0,-9.0
46605,1.0,4.0,-3.0
46607,27.0,22.0,5.0
46610,21.0,5.0,16.0
46611,4.0,-10.0,14.0
46614,268.0,257.0,11.0
46616,44.0,65.0,-21.0
46619,82.0,84.0,-2.0
46620,7.0,-10.0,17.0
46623,80.0,86.0,-6.0
46625,72.0,62.0,10.0
46632,8.0,-3.0,11.0
46633,6.0,5.0,1.0
46634,1.0,-22.0,23.0
46635,245.0,243.0,2.0
46637,9.0,20.0,-11.0
46638,6.0,17.0,-11.0
46639,1.0,4.0,-3.0
46642,3.0,-4.0,7.0
46643,32.0,32.0,0.0
46645,17.0,23.0,-6.0
46648,4.0,10.0,-6.0
46649,1.0,9.0,-8.0
46651,29.0,18.0,11.0
46652,21.0,38.0,-17.0
46654,2.0,-1.0,3.0
46655,44.0,26.0,18.0
46656,275.0,314.0,-39.0
46657,38.0,20.0,18.0
46661,47.0,56.0,-9.0
46664,51.0,80.0,-29.0
46665,2.0,-9.0,11.0
46666,1.0,-16.0,17.0
46667,27.0,26.0,1.0
46668,84.0,105.0,-21.0
46672,6.0,-4.0,10.0
46678,62.0,67.0,-5.0
46679,57.0,59.0,-2.0
46683,20.0,22.0,-2.0
46684,13.0,25.0,-12.0
46686,10.0,23.0,-13.0
46687,56.0,48.0,8.0
46688,71.0,69.0,2.0
46696,74.0,86.0,-12.0
46697,87.0,77.0,10.0
46698,30.0,60.0,-30.0
46699,86.0,74.0,12.0
46700,76.0,67.0,9.0
46701,84.0,87.0,-3.0
46704,9.0,11.0,-2.0
46710,12.0,25.0,-13.0
46715,4.0,-6.0,10.0
46717,3.0,-8.0,11.0
46721,1.0,-9.0,10.0
46722,1.0,4.0,-3.0
46724,14.0,16.0,-2.0
46731,10.0,0.0,10.0
46736,2.0,-7.0,9.0
46737,3.0,-6.0,9.0
46740,9.0,-5.0,14.0
46746,64.0,63.0,1.0
46755,44.0,80.0,-36.0
46757,72.0,84.0,-12.0
46760,174.0,177.0,-3.0
46761,27.0,12.0,15.0
46763,104.0,92.0,12.0
46766,7.0,2.0,5.0
46772,5.0,2.0,3.0
46773,2.0,-12.0,14.0
46777,6.0,40.0,-34.0
46778,43.0,49.0,-6.0
46779,245.0,220.0,25.0
46780,211.0,180.0,31.0
46783,33.0,25.0,8.0
46791,17.0,15.0,2.0
46792,20.0,2.0,18.0
46795,29.0,116.0,-87.0
46799,81.0,71.0,10.0
46803,13.0,-5.0,18.0
46805,8.0,-3.0,11.0
46808,46.0,59.0,-13.0
46809,6.0,-7.0,13.0
46813,19.0,15.0,4.0
46814,1.0,8.0,-7.0
46815,146.0,133.0,13.0
46816,4.0,-7.0,11.0
46819,5.0,-21.0,26.0
46822,55.0,152.0,-97.0
46823,101.0,114.0,-13.0
46826,162.0,207.0,-45.0
46827,104.0,87.0,17.0
46828,294.0,314.0,-20.0
46830,41.0,26.0,15.0
46834,1.0,-12.0,13.0
46836,84.0,86.0,-2.0
46837,1.0,-25.0,26.0
46842,242.0,229.0,13.0
46848,7.0,-4.0,11.0
46850,11.0,12.0,-1.0
46851,46.0,37.0,9.0
46855,303.0,344.0,-41.0
46859,14.0,1.0,13.0
46860,30.0,28.0,2.0
46861,27.0,40.0,-13.0
46862,115.0,105.0,10.0
46863,52.0,45.0,7.0
46866,7.0,5.0,2.0
46867,65.0,61.0,4.0
46868,27.0,52.0,-25.0
46869,60.0,34.0,26.0
46870,45.0,33.0,12.0
46881,49.0,44.0,5.0
46882,57.0,61.0,-4.0
46886,128.0,127.0,1.0
46888,144.0,154.0,-10.0
46894,71.0,59.0,12.0
46904,36.0,15.0,21.0
46905,47.0,38.0,9.0
46916,15.0,4.0,11.0
46917,14.0,14.0,0.0
46924,6.0,-5.0,11.0
46925,131.0,133.0,-2.0
46926,145.0,131.0,14.0
46927,65.0,56.0,9.0
46929,5.0,1.0,4.0
46941,308.0,291.0,17.0
46942,292.0,278.0,14.0
46946,18.0,6.0,12.0
46950,106.0,94.0,12.0
46957,1.0,-13.0,14.0
46961,123.0,107.0,16.0
46963,188.0,180.0,8.0
46965,4.0,-6.0,10.0
46969,27.0,13.0,14.0
46970,7.0,12.0,-5.0
46975,2.0,-3.0,5.0
46977,46.0,40.0,6.0
46990,14.0,-12.0,26.0
46993,17.0,17.0,0.0
46998,7.0,-11.0,18.0
47000,82.0,81.0,1.0
47002,69.0,48.0,21.0
47006,228.0,212.0,16.0
47010,14.0,9.0,5.0
47015,145.0,139.0,6.0
47018,148.0,131.0,17.0
47021,25.0,17.0,8.0
47025,46.0,25.0,21.0
47027,278.0,270.0,8.0
47029,13.0,1.0,12.0
47030,66.0,44.0,22.0
47031,3.0,-7.0,10.0
47032,7.0,3.0,4.0
47034,9.0,3.0,6.0
47038,117.0,117.0,0.0
47039,102.0,82.0,20.0
47041,30.0,40.0,-10.0
