,crs_dep_time,taxi_out,crs_arr_time,taxi_in
50150,2005,23.0,2129,7.0
50151,2145,25.0,2300,5.0
50152,1500,26.0,1713,4.0
50153,1635,21.0,1829,4.0
50154,1010,33.0,1140,4.0
50155,1559,17.0,1817,12.0
50156,1140,13.0,1400,6.0
50157,1850,20.0,2057,14.0
50158,746,28.0,1007,5.0
50159,1515,42.0,1700,5.0
50160,1300,13.0,1507,23.0
50161,1615,17.0,1835,6.0
50162,1300,17.0,1436,30.0
50163,800,24.0,935,8.0
50164,1240,30.0,1334,9.0
50165,1015,14.0,1135,7.0
50166,600,34.0,819,32.0
50167,1955,14.0,2152,3.0
50168,1440,22.0,1700,7.0
50169,1900,19.0,2108,2.0
50170,1710,7.0,1816,42.0
50171,1543,53.0,1700,6.0
50172,1650,7.0,1820,33.0
50173,1738,19.0,1820,43.0
50174,1400,27.0,1656,4.0
50175,1253,16.0,1330,4.0
50176,855,21.0,1040,13.0
50177,920,10.0,1026,9.0
50178,947,23.0,1220,3.0
50179,825,28.0,910,20.0
50180,626,22.0,715,6.0
50181,1510,27.0,1704,3.0
50182,1339,27.0,1440,8.0
50183,1505,30.0,1645,6.0
50184,1125,29.0,1318,5.0
50185,759,35.0,910,6.0
50186,555,30.0,802,13.0
50187,2000,14.0,2257,5.0
50188,1125,27.0,1242,5.0
50189,713,42.0,910,9.0
50190,1855,58.0,1955,4.0
50191,1735,52.0,1853,2.0
50192,1750,,2021,
50193,1130,48.0,1228,6.0
50194,1655,15.0,1758,10.0
50195,1445,29.0,1650,5.0
50196,600,12.0,745,8.0
50197,1623,25.0,1900,2.0
50198,1833,19.0,2050,15.0
50199,1544,14.0,1710,9.0
50200,725,15.0,1019,6.0
50201,725,15.0,832,12.0
50202,715,11.0,956,7.0
50203,800,16.0,1024,4.0
50204,2128,20.0,2220,3.0
50205,1700,17.0,1939,4.0
50206,1359,14.0,1632,8.0
50207,1251,16.0,1504,5.0
50208,1352,8.0,1628,12.0
50209,1225,11.0,1311,8.0
50210,515,34.0,916,5.0
50211,745,10.0,940,5.0
50212,1455,16.0,1625,11.0
50213,710,11.0,937,12.0
50214,800,25.0,917,7.0
50215,1633,16.0,1710,3.0
50216,1754,11.0,2024,11.0
50217,1203,10.0,1425,6.0
50218,905,16.0,1124,7.0
50219,735,15.0,1038,11.0
50220,2039,13.0,2230,6.0
50221,1420,75.0,1553,5.0
50222,1745,11.0,1826,7.0
50223,1910,9.0,2145,12.0
50224,1523,9.0,1715,7.0
50225,1815,16.0,2011,15.0
50226,1120,26.0,1704,11.0
50227,930,12.0,1032,3.0
50228,1112,9.0,1414,5.0
50229,900,13.0,1056,5.0
50230,1140,8.0,1353,6.0
50231,1500,11.0,1805,8.0
50232,1125,15.0,1415,3.0
50233,35,17.0,618,4.0
50234,846,14.0,1045,5.0
50235,2041,11.0,2215,6.0
50236,1654,12.0,1955,5.0
50237,1120,88.0,1334,5.0
50238,1435,14.0,2021,11.0
50239,2234,13.0,2339,3.0
50240,615,27.0,1332,5.0
50241,2241,16.0,2259,6.0
50242,645,9.0,847,7.0
50243,620,27.0,1213,6.0
50244,800,16.0,1511,5.0
50245,1622,12.0,1818,17.0
50246,615,24.0,919,4.0
50247,540,16.0,643,4.0
50248,600,11.0,924,5.0
50249,1507,14.0,1621,4.0
50250,1705,33.0,2020,6.0
50251,1025,18.0,1223,4.0
50252,1307,12.0,1516,7.0
50253,2225,13.0,527,5.0
50254,1715,21.0,2059,5.0
50255,2236,16.0,547,9.0
50256,925,12.0,1030,7.0
50257,1300,6.0,1400,3.0
50258,1755,12.0,1905,6.0
50259,1950,7.0,2055,4.0
50260,1735,8.0,1940,3.0
50261,1815,9.0,2025,6.0
50262,650,8.0,850,4.0
50263,1420,10.0,1620,5.0
50264,750,9.0,1005,7.0
50265,1530,6.0,1710,5.0
50266,1810,7.0,1955,7.0
50267,605,8.0,745,7.0
50268,1205,11.0,1355,7.0
50269,1310,7.0,1405,2.0
50270,1640,10.0,1740,4.0
50271,700,19.0,805,4.0
50272,1645,12.0,1940,5.0
50273,1150,8.0,1300,3.0
50274,1225,7.0,1420,5.0
50275,2045,6.0,2230,3.0
50276,600,7.0,750,3.0
50277,605,12.0,755,8.0
50278,1620,12.0,1810,6.0
50279,1255,12.0,1445,4.0
50280,645,22.0,955,6.0
50281,1850,12.0,2000,2.0
50282,1955,10.0,2110,4.0
50283,1535,9.0,1645,4.0
50284,605,27.0,725,4.0
50285,1000,25.0,1115,3.0
50286,1014,14.0,1312,7.0
50287,600,14.0,939,2.0
50288,1430,14.0,2247,4.0
50289,1005,20.0,1335,6.0
50290,1203,18.0,1538,4.0
50291,1314,15.0,1422,5.0
50292,1458,20.0,1637,4.0
50293,1015,12.0,1834,8.0
50294,942,16.0,1323,5.0
50295,1245,12.0,1612,8.0
50296,1010,16.0,1205,7.0
50297,1605,14.0,1909,5.0
50298,748,10.0,1109,5.0
50299,1453,21.0,1751,6.0
50300,1925,19.0,2301,5.0
50301,725,19.0,1035,5.0
50302,1113,14.0,1239,5.0
50303,2132,15.0,39,3.0
50304,1738,15.0,1856,3.0
50305,559,12.0,859,6.0
50306,2052,14.0,2328,6.0
50307,1533,9.0,1659,6.0
50308,1345,27.0,1458,3.0
50309,1145,14.0,1455,3.0
50310,800,12.0,1053,6.0
50311,1525,13.0,1703,10.0
50312,1738,23.0,1852,5.0
50313,1712,32.0,1842,12.0
50314,1924,11.0,2043,10.0
50315,2139,14.0,2253,4.0
50316,1715,14.0,1955,5.0
50317,1935,12.0,2035,4.0
50318,600,47.0,705,4.0
50319,1255,9.0,1515,39.0
50320,1059,26.0,1214,7.0
50321,1240,13.0,1417,10.0
50322,530,11.0,740,10.0
50323,813,12.0,933,5.0
50324,958,13.0,1130,6.0
50325,1342,13.0,1345,2.0
50326,1410,13.0,1617,13.0
50327,1156,20.0,1314,7.0
50328,955,45.0,1125,6.0
50329,1746,16.0,1748,2.0
50330,1813,30.0,2029,11.0
50331,1505,17.0,1629,7.0
50332,1308,109.0,1434,3.0
50333,1009,25.0,1012,5.0
50334,1045,21.0,1300,11.0
50335,1925,14.0,2135,13.0
50336,1501,16.0,1850,6.0
50337,1954,14.0,2000,2.0
50338,1728,32.0,1858,10.0
50339,1535,87.0,1700,4.0
50340,530,14.0,735,9.0
50341,2040,65.0,2214,12.0
50342,1823,13.0,2012,10.0
50343,2035,50.0,2320,5.0
50344,2039,5.0,2145,4.0
50345,1413,12.0,1720,2.0
50346,933,9.0,1044,21.0
50347,800,36.0,857,3.0
50348,1542,24.0,1716,3.0
50349,1818,12.0,2120,10.0
50350,559,16.0,744,23.0
50351,855,26.0,1032,4.0
50352,1112,18.0,1418,3.0
50353,1750,17.0,1917,4.0
50354,2210,,2351,
50355,503,26.0,635,9.0
50356,1630,28.0,1721,8.0
50357,1040,11.0,1115,7.0
50358,1054,11.0,1133,12.0
50359,916,11.0,958,9.0
50360,1106,6.0,1141,4.0
50361,1122,7.0,1200,7.0
50362,950,12.0,1036,5.0
50363,1216,8.0,1310,9.0
50364,950,17.0,1031,6.0
50365,1130,14.0,1205,6.0
50366,1140,5.0,1220,14.0
50367,1012,11.0,1054,7.0
50368,1053,13.0,1147,6.0
50369,1220,8.0,1255,5.0
50370,1146,11.0,1227,7.0
50371,1036,12.0,1118,6.0
50372,1159,11.0,1245,6.0
50373,1042,11.0,1129,5.0
50374,2215,19.0,36,3.0
50375,1235,18.0,1452,4.0
50376,1600,19.0,1904,8.0
50377,732,30.0,1048,4.0
50378,1845,21.0,2027,5.0
50379,806,29.0,1132,9.0
50380,1300,14.0,1611,3.0
50381,1822,15.0,1948,6.0
50382,1815,12.0,2156,3.0
50383,1205,15.0,1704,13.0
50384,1100,26.0,1652,14.0
50385,935,15.0,1301,4.0
50386,1450,9.0,1635,4.0
50387,1645,25.0,2037,4.0
50388,830,11.0,1340,10.0
50389,1122,12.0,1251,5.0
50390,745,14.0,925,8.0
50391,1935,19.0,2158,5.0
50392,2030,12.0,2253,2.0
50393,1247,14.0,1540,4.0
50394,2029,23.0,2237,3.0
50395,2133,16.0,45,4.0
50396,1402,21.0,1958,16.0
50397,2030,11.0,2324,6.0
50398,1340,10.0,1700,4.0
50399,1715,11.0,2009,7.0
50400,745,18.0,1049,6.0
50401,1900,38.0,2153,5.0
50402,1250,12.0,1720,25.0
50403,1418,13.0,1726,6.0
50404,1825,10.0,2005,5.0
50405,1235,8.0,1415,6.0
50406,1015,8.0,1150,6.0
50407,655,12.0,830,5.0
50408,2035,9.0,2145,3.0
50409,740,,845,
50410,1225,8.0,1335,4.0
50411,1700,11.0,1905,7.0
50412,650,12.0,850,5.0
50413,1715,11.0,1915,5.0
50414,1035,8.0,1235,3.0
50415,1255,,1455,
50416,1550,12.0,1750,4.0
50417,550,10.0,745,5.0
50418,1410,7.0,1730,5.0
50419,1650,9.0,1805,3.0
50420,940,9.0,1100,6.0
50421,545,9.0,705,4.0
50422,1925,53.0,2040,4.0
50423,1300,7.0,1420,4.0
50424,815,9.0,1130,3.0
50425,2005,10.0,2305,7.0
50426,600,8.0,905,12.0
50427,1535,8.0,1835,3.0
50428,610,13.0,750,5.0
50429,1550,14.0,1725,7.0
50430,740,11.0,1100,4.0
50431,1050,7.0,1250,2.0
50432,645,7.0,955,4.0
50433,1905,11.0,2210,6.0
50434,1924,8.0,2043,4.0
50435,2139,12.0,2253,4.0
50436,1702,16.0,1911,7.0
50437,1421,14.0,1627,4.0
50438,1510,16.0,1631,4.0
50439,1938,20.0,2108,7.0
50440,2143,33.0,2251,6.0
50441,1729,18.0,1849,4.0
50442,1200,11.0,1530,4.0
50443,935,14.0,1323,9.0
50444,1806,10.0,2017,5.0
50445,1257,12.0,1434,20.0
50446,1245,14.0,1452,3.0
50447,1540,15.0,2330,5.0
50448,730,11.0,1027,19.0
50449,606,20.0,732,3.0
50450,2000,13.0,2237,10.0
50451,1100,18.0,1415,6.0
50452,1727,13.0,1939,3.0
50453,715,10.0,906,10.0
50454,1055,41.0,1427,5.0
50455,1510,12.0,1710,9.0
50456,1542,27.0,1729,20.0
50457,1330,32.0,1512,6.0
50458,1150,21.0,1442,6.0
50459,840,16.0,1124,10.0
50460,935,16.0,1221,5.0
50461,1251,8.0,1545,3.0
50462,1012,11.0,1351,31.0
50463,1400,7.0,1624,6.0
50464,700,11.0,929,4.0
50465,1049,31.0,1332,5.0
50466,800,11.0,1031,5.0
50467,1605,15.0,1711,7.0
50468,1325,16.0,1520,7.0
50469,1255,49.0,1659,4.0
50470,1609,63.0,1804,5.0
50471,926,9.0,1143,6.0
50472,650,15.0,1016,4.0
50473,1040,10.0,1235,4.0
50474,630,10.0,841,6.0
50475,1338,7.0,1738,8.0
50476,1409,16.0,1520,7.0
50477,1237,13.0,1315,7.0
50478,1035,9.0,1350,17.0
50479,1243,12.0,1635,5.0
50480,1718,7.0,1920,4.0
50481,2006,6.0,2117,5.0
50482,1720,7.0,1945,4.0
50483,926,7.0,1259,5.0
50484,1448,15.0,1828,7.0
50485,1135,13.0,1238,10.0
50486,830,8.0,1106,9.0
50487,710,11.0,959,5.0
50488,650,8.0,923,7.0
50489,2325,9.0,600,4.0
50490,800,8.0,954,4.0
50491,1237,12.0,1537,7.0
50492,2025,26.0,2230,4.0
50493,1610,21.0,1714,3.0
50494,1744,,2036,
50495,1506,17.0,1619,2.0
50496,2106,12.0,2215,4.0
50497,1728,11.0,1849,3.0
50498,1520,22.0,1647,7.0
50499,1433,27.0,1554,8.0
50500,1256,14.0,1403,3.0
50501,1952,10.0,2101,6.0
50502,1643,24.0,1737,2.0
50503,1807,34.0,1915,6.0
50504,2210,12.0,2351,3.0
50505,2021,18.0,2225,6.0
50506,1558,11.0,1716,5.0
50507,1746,37.0,1925,4.0
50508,1930,11.0,2109,8.0
50509,534,12.0,644,6.0
50510,2014,21.0,2141,7.0
50511,901,25.0,927,5.0
50512,959,9.0,1234,13.0
50513,620,71.0,956,16.0
50514,630,9.0,749,4.0
50515,2215,12.0,2310,5.0
50516,1802,13.0,2100,4.0
50517,1530,10.0,1646,3.0
50518,917,11.0,1214,10.0
50519,735,15.0,853,4.0
50520,600,,710,
50521,2350,15.0,725,11.0
50522,1120,27.0,1555,7.0
50523,1915,14.0,2205,5.0
50524,530,16.0,900,11.0
50525,905,36.0,1200,4.0
50526,1000,23.0,1105,3.0
50527,1510,19.0,1610,4.0
50528,2230,15.0,10,5.0
50529,600,25.0,800,18.0
50530,2315,14.0,210,6.0
50531,650,17.0,1100,5.0
50532,1005,31.0,1835,10.0
50533,1910,22.0,2200,4.0
50534,1155,12.0,1300,3.0
50535,1945,8.0,2050,4.0
50536,1940,27.0,2325,5.0
50537,1525,17.0,2235,30.0
50538,920,33.0,1715,7.0
50539,1820,14.0,2040,8.0
50540,540,12.0,747,5.0
50541,2015,17.0,2115,3.0
50542,1735,15.0,2035,14.0
50543,1750,12.0,2000,12.0
50544,750,31.0,1032,4.0
50545,1355,15.0,1425,5.0
50546,1210,26.0,1425,7.0
50547,1750,14.0,1935,5.0
50548,1510,13.0,1700,3.0
50549,1220,11.0,1410,3.0
50550,1345,9.0,1530,4.0
50551,650,21.0,945,9.0
50552,800,24.0,1055,8.0
50553,1555,13.0,1835,6.0
50554,1950,15.0,2230,3.0
50555,1155,27.0,1440,14.0
50556,1050,27.0,1345,13.0
50557,1330,19.0,1625,11.0
50558,820,19.0,1050,4.0
50559,1620,15.0,1830,6.0
50560,1050,22.0,1320,4.0
50561,1335,10.0,1605,3.0
50562,1515,20.0,1745,3.0
50563,1415,11.0,1635,15.0
50564,1730,20.0,2000,4.0
50565,1655,19.0,1915,27.0
50566,820,21.0,1005,9.0
50567,2115,13.0,2335,10.0
50568,1850,19.0,2040,4.0
50569,600,19.0,730,19.0
50570,925,16.0,1055,8.0
50571,1130,14.0,1300,8.0
50572,615,28.0,750,6.0
50573,1130,30.0,1300,3.0
50574,740,14.0,910,9.0
50575,1055,14.0,1235,15.0
50576,1315,25.0,1455,6.0
50577,1500,25.0,1640,4.0
50578,1440,20.0,1610,11.0
50579,1700,17.0,1840,10.0
50580,1640,,1810,
50581,1440,12.0,1605,5.0
50582,720,18.0,845,4.0
50583,1915,26.0,2035,5.0
50584,1100,9.0,1245,20.0
50585,1425,16.0,1615,2.0
50586,600,13.0,700,7.0
50587,1555,16.0,1700,6.0
50588,1645,8.0,1825,7.0
50589,1115,9.0,1250,10.0
50590,820,8.0,1000,7.0
50591,700,10.0,725,4.0
50592,1740,9.0,1805,5.0
50593,1450,13.0,1635,9.0
50594,1610,11.0,1720,3.0
50595,1145,10.0,1305,2.0
50596,620,11.0,740,3.0
50597,1725,8.0,1905,3.0
50598,1735,7.0,1855,7.0
50599,940,12.0,1100,4.0
50600,610,14.0,740,13.0
50601,1440,12.0,1725,16.0
50602,1335,17.0,1535,4.0
50603,705,14.0,850,3.0
50604,1805,9.0,1945,4.0
50605,1655,13.0,1910,9.0
50606,720,10.0,935,6.0
50607,1350,7.0,1605,19.0
50608,700,,720,
50609,1645,8.0,1705,3.0
50610,1205,,1410,
50611,901,32.0,1215,4.0
50612,835,12.0,1122,9.0
50613,1650,15.0,1914,6.0
50614,1359,12.0,1614,5.0
50615,1924,14.0,2309,10.0
50616,2359,11.0,627,18.0
50617,1106,13.0,1236,5.0
50618,710,11.0,1027,10.0
50619,2029,19.0,2308,3.0
50620,645,15.0,945,5.0
50621,2112,12.0,6,7.0
50622,1714,16.0,1840,7.0
50623,730,27.0,1120,7.0
50624,2209,16.0,158,5.0
50625,308,9.0,512,6.0
50626,1804,31.0,2151,3.0
50627,2243,19.0,710,12.0
50628,604,40.0,708,9.0
50629,1754,25.0,2050,6.0
50630,728,24.0,1001,4.0
50631,2245,27.0,2342,4.0
50632,800,25.0,1043,4.0
50633,1123,10.0,1333,8.0
50634,1956,15.0,2059,3.0
50635,1321,8.0,1430,11.0
50636,2033,14.0,2159,5.0
50637,1641,13.0,1802,5.0
50638,1743,18.0,2135,9.0
50639,1526,13.0,2347,7.0
50640,1518,22.0,1755,7.0
50641,1740,28.0,1859,9.0
50642,1020,15.0,1155,5.0
50643,1255,17.0,1952,6.0
50644,1835,12.0,2007,6.0
50645,1908,15.0,2020,4.0
50646,2053,11.0,2225,4.0
50647,1721,11.0,1902,2.0
50648,1946,13.0,2145,5.0
50649,1306,13.0,1435,4.0
50650,1535,12.0,1844,13.0
50651,1520,20.0,1635,4.0
50652,1719,23.0,1846,7.0
50653,1530,15.0,1801,6.0
50654,810,14.0,932,11.0
50655,1030,15.0,1518,8.0
50656,1510,16.0,1626,3.0
50657,1706,12.0,2010,10.0
50658,1458,38.0,1845,5.0
50659,810,29.0,1106,7.0
50660,1609,12.0,1737,3.0
50661,1836,13.0,2145,12.0
50662,1246,14.0,1539,19.0
50663,625,34.0,742,3.0
50664,1130,16.0,1620,6.0
50665,805,18.0,947,4.0
50666,1025,45.0,1359,3.0
50667,2225,54.0,2342,3.0
50668,1112,27.0,1255,6.0
50669,1242,10.0,1545,5.0
50670,936,11.0,1158,3.0
50671,1640,8.0,1745,5.0
50672,655,11.0,905,7.0
50673,1610,10.0,1825,7.0
50674,655,13.0,735,6.0
50675,1650,13.0,1725,7.0
50676,1130,13.0,1300,3.0
50677,540,17.0,720,3.0
50678,1640,21.0,1810,9.0
50679,1825,14.0,2030,14.0
50680,550,46.0,720,7.0
50681,1100,13.0,1245,5.0
50682,1730,10.0,1740,4.0
50683,610,15.0,640,7.0
50684,1150,23.0,1205,3.0
50685,1535,,1545,
50686,915,12.0,1000,2.0
50687,1930,7.0,2005,4.0
50688,740,7.0,900,4.0
50689,1855,7.0,2010,20.0
50690,1345,8.0,1615,8.0
50691,1005,8.0,1200,4.0
50692,2030,10.0,2300,4.0
50693,640,15.0,910,4.0
50694,645,11.0,925,3.0
50695,1230,11.0,1510,3.0
50696,900,11.0,1140,3.0
50697,1755,11.0,2025,17.0
50698,1315,8.0,1515,5.0
50699,1540,13.0,1830,3.0
50700,1200,11.0,1450,5.0
50701,1110,11.0,1405,6.0
50702,1300,15.0,1555,5.0
50703,710,9.0,1000,8.0
50704,830,11.0,1120,6.0
50705,1010,11.0,1300,6.0
50706,1055,13.0,1550,6.0
50707,1030,11.0,1730,8.0
50708,905,16.0,1140,2.0
50709,2120,9.0,2355,3.0
50710,1555,10.0,2330,5.0
50711,850,9.0,1115,4.0
50712,2045,9.0,2310,3.0
50713,1320,23.0,1825,3.0
50714,625,12.0,1120,6.0
50715,1055,11.0,1600,4.0
50716,1715,10.0,2215,14.0
50717,1835,11.0,2330,4.0
50718,1135,8.0,1600,3.0
50719,905,14.0,1535,5.0
50720,1800,14.0,30,5.0
50721,1310,24.0,1435,6.0
50722,2140,16.0,2255,9.0
50723,1515,11.0,1635,7.0
50724,1720,17.0,1830,17.0
50725,700,10.0,815,13.0
50726,1620,15.0,1735,3.0
50727,1105,14.0,1220,12.0
50728,910,16.0,1035,25.0
50729,1920,11.0,2040,5.0
50730,600,13.0,715,9.0
50731,1615,9.0,1730,2.0
50732,745,9.0,855,2.0
50733,605,20.0,1120,3.0
50734,1250,8.0,1600,7.0
50735,930,8.0,1245,5.0
50736,1500,8.0,1815,6.0
50737,630,15.0,945,8.0
50738,1540,7.0,1725,3.0
50739,900,9.0,1015,5.0
50740,700,29.0,815,7.0
50741,1520,11.0,1640,8.0
50742,1055,12.0,1215,6.0
50743,1925,11.0,2045,5.0
50744,1225,7.0,1340,6.0
50745,1640,9.0,1755,6.0
50746,2105,7.0,2225,8.0
50747,540,8.0,710,9.0
50748,1225,9.0,1355,2.0
50749,2135,12.0,2305,5.0
50750,1950,8.0,2115,6.0
50751,910,11.0,1040,7.0
50752,1820,19.0,1945,6.0
50753,1450,18.0,1620,6.0
50754,1130,10.0,1300,4.0
50755,715,42.0,845,13.0
50756,1235,11.0,1355,4.0
50757,1535,10.0,1700,4.0
50758,800,20.0,925,4.0
50759,1900,10.0,2025,4.0
50760,1315,12.0,1440,5.0
50761,1200,8.0,1330,5.0
50762,1800,12.0,1930,2.0
50763,635,22.0,830,14.0
50764,755,8.0,955,6.0
50765,1945,8.0,2140,7.0
50766,1105,8.0,1255,5.0
50767,1640,7.0,1835,5.0
50768,910,7.0,1145,3.0
50769,1740,9.0,1905,4.0
50770,805,12.0,930,3.0
50771,1540,7.0,1705,4.0
50772,2015,8.0,2135,4.0
50773,1010,10.0,1140,3.0
50774,1255,9.0,1415,3.0
50775,640,21.0,805,4.0
50776,935,8.0,1505,4.0
50777,1500,13.0,2000,6.0
50778,1830,11.0,2140,5.0
50779,1450,8.0,1810,7.0
50780,645,20.0,1015,8.0
50781,1105,12.0,1420,5.0
50782,755,8.0,1305,3.0
50783,1210,13.0,1325,4.0
50784,705,11.0,815,15.0
50785,2015,7.0,2120,4.0
50786,1750,15.0,1900,6.0
50787,1400,17.0,1510,16.0
50788,1025,12.0,1135,5.0
50789,1940,9.0,2105,7.0
50790,1035,16.0,1135,2.0
50791,725,13.0,835,2.0
50792,1025,13.0,1150,6.0
50793,1920,11.0,2045,2.0
50794,610,10.0,735,6.0
50795,1000,11.0,1225,5.0
50796,1950,12.0,2210,5.0
50797,1945,17.0,2225,3.0
50798,1035,16.0,1235,3.0
50799,1730,10.0,1930,4.0
50800,730,13.0,1005,15.0
50801,1255,9.0,1545,6.0
50802,600,11.0,840,4.0
50803,730,15.0,925,7.0
50804,1130,15.0,1325,6.0
50805,2140,10.0,2325,15.0
50806,630,9.0,810,4.0
50807,1855,14.0,2035,17.0
50808,2005,15.0,2110,8.0
50809,1200,20.0,1500,3.0
50810,1530,9.0,1725,3.0
50811,1300,18.0,1345,2.0
50812,1620,9.0,1700,2.0
50813,1015,10.0,1100,5.0
50814,1015,11.0,1245,5.0
50815,2100,23.0,2325,5.0
50816,1705,13.0,1950,6.0
50817,2110,14.0,2325,4.0
50818,710,9.0,935,6.0
50819,1945,11.0,2230,3.0
50820,2030,31.0,2257,6.0
50821,1400,32.0,1707,7.0
50822,1155,15.0,1449,5.0
50823,630,8.0,840,13.0
50824,2145,33.0,2249,3.0
50825,935,27.0,1319,6.0
50826,1700,33.0,2053,4.0
50827,1710,15.0,1833,5.0
50828,820,11.0,1046,5.0
50829,600,16.0,913,15.0
50830,2159,30.0,2348,5.0
50831,725,22.0,1114,5.0
50832,1420,16.0,1523,5.0
50833,845,36.0,1224,4.0
50834,945,16.0,1325,8.0
50835,935,17.0,1253,37.0
50836,1200,32.0,1527,8.0
50837,605,22.0,949,7.0
50838,1659,16.0,1919,6.0
50839,615,12.0,746,42.0
50840,1500,20.0,1731,5.0
50841,1759,23.0,2040,6.0
50842,650,47.0,705,10.0
50843,1840,33.0,2035,7.0
50844,1615,18.0,1929,9.0
50845,1945,70.0,2010,8.0
50846,2145,19.0,2351,16.0
50847,1435,23.0,1707,7.0
50848,835,35.0,858,11.0
50849,900,13.0,1149,5.0
50850,1135,32.0,1312,11.0
50851,600,11.0,723,10.0
50852,1845,34.0,2113,13.0
50853,1400,23.0,1709,4.0
50854,900,26.0,1213,5.0
50855,600,18.0,754,23.0
50856,1400,48.0,1611,7.0
50857,1600,35.0,1913,4.0
50858,730,13.0,858,8.0
50859,1319,21.0,1458,3.0
50860,1230,13.0,1357,7.0
50861,912,40.0,1030,3.0
50862,755,20.0,933,3.0
50863,645,38.0,702,12.0
50864,1620,39.0,1805,8.0
50865,1005,18.0,1148,8.0
50866,725,24.0,1116,12.0
50867,1959,29.0,2155,12.0
50868,1352,14.0,1508,7.0
50869,1319,14.0,1456,5.0
50870,1140,18.0,1408,6.0
50871,1718,10.0,1820,13.0
50872,1745,21.0,2306,10.0
50873,1745,19.0,1921,12.0
50874,710,18.0,1107,3.0
50875,2110,22.0,2314,6.0
50876,1055,15.0,1119,18.0
50877,1205,22.0,1701,18.0
50878,1935,16.0,2229,5.0
50879,1641,,1909,
50880,715,15.0,1056,9.0
50881,1146,36.0,1353,11.0
50882,1530,14.0,2145,15.0
50883,1744,17.0,2124,15.0
50884,600,19.0,849,10.0
50885,500,15.0,805,11.0
50886,556,19.0,750,6.0
50887,1704,37.0,1855,9.0
50888,620,24.0,941,27.0
50889,2025,15.0,2358,5.0
50890,1745,10.0,2028,5.0
50891,1753,13.0,2040,8.0
50892,1648,15.0,1919,11.0
50893,1334,21.0,1710,16.0
50894,1045,27.0,1227,13.0
50895,1201,22.0,1543,11.0
50896,1312,12.0,1745,9.0
50897,905,22.0,1150,8.0
50898,1020,16.0,1646,5.0
50899,730,34.0,1137,4.0
50900,1231,13.0,1529,13.0
50901,1325,14.0,1548,5.0
50902,1340,16.0,1651,6.0
50903,1951,39.0,2252,5.0
50904,1814,19.0,1918,4.0
50905,1825,19.0,2051,6.0
50906,1740,16.0,1901,5.0
50907,1249,11.0,1559,3.0
50908,2220,15.0,2314,2.0
50909,738,13.0,1100,3.0
50910,1249,18.0,1431,4.0
50911,2230,24.0,2337,3.0
50912,2200,20.0,2359,7.0
50913,1459,32.0,1644,5.0
50914,1411,16.0,1551,9.0
50915,1020,19.0,1339,5.0
50916,628,13.0,741,4.0
50917,531,15.0,659,27.0
50918,900,29.0,1009,4.0
50919,1041,14.0,1150,6.0
50920,1754,8.0,2000,9.0
50921,825,18.0,1044,12.0
50922,820,,1056,
50923,1128,,1234,
50924,1625,19.0,1742,4.0
50925,1811,13.0,1950,14.0
50926,1746,11.0,2044,5.0
50927,1620,10.0,1721,1.0
50928,1240,21.0,1343,3.0
50929,1437,19.0,1544,14.0
50930,1730,14.0,1900,8.0
50931,1927,10.0,2049,5.0
50932,1430,19.0,1515,4.0
50933,1541,36.0,1640,12.0
50934,1404,33.0,1501,6.0
50935,1532,39.0,1634,7.0
50936,615,34.0,738,13.0
50937,1134,18.0,1350,11.0
50938,835,25.0,1058,3.0
50939,1144,16.0,1302,10.0
50940,1050,13.0,1359,11.0
50941,2235,33.0,2341,5.0
50942,1330,51.0,1635,5.0
50943,1745,11.0,1911,4.0
50944,650,48.0,805,21.0
50945,1145,12.0,1303,11.0
50946,955,11.0,1114,4.0
50947,530,33.0,630,7.0
50948,1015,27.0,1200,8.0
50949,1800,33.0,2107,5.0
50950,1758,26.0,1921,6.0
50951,1601,12.0,1717,4.0
50952,1115,28.0,1300,5.0
50953,610,,909,
50954,1722,23.0,1816,3.0
50955,1842,45.0,1940,14.0
50956,715,16.0,900,12.0
50957,2230,25.0,2330,13.0
50958,915,29.0,1100,6.0
50959,1300,14.0,1618,5.0
50960,1619,23.0,1730,4.0
50961,1756,12.0,1900,12.0
50962,1445,16.0,1603,4.0
50963,750,14.0,935,4.0
50964,1237,17.0,1346,8.0
50965,1432,31.0,1550,7.0
50966,1159,14.0,1336,5.0
50967,2157,30.0,2345,8.0
50968,1515,20.0,1758,4.0
50969,713,27.0,1000,9.0
50970,1435,19.0,1616,4.0
50971,1125,13.0,1216,4.0
50972,1015,22.0,1234,10.0
50973,955,32.0,1134,4.0
50974,1219,11.0,1529,8.0
50975,2030,22.0,2224,4.0
50976,1510,18.0,1628,9.0
50977,2250,19.0,33,10.0
50978,601,27.0,900,4.0
50979,2115,12.0,2352,5.0
50980,810,,1551,
50981,1745,13.0,2011,11.0
50982,935,21.0,1123,4.0
50983,1213,18.0,1359,11.0
50984,721,14.0,1015,14.0
50985,2140,16.0,2247,7.0
50986,1157,13.0,1424,4.0
50987,655,35.0,904,9.0
50988,730,11.0,859,23.0
50989,1025,22.0,1157,8.0
50990,724,15.0,1026,12.0
50991,615,12.0,747,5.0
50992,750,23.0,946,5.0
50993,1050,35.0,1305,7.0
50994,1755,17.0,2229,3.0
50995,1800,17.0,2106,9.0
50996,725,22.0,955,14.0
50997,1945,20.0,2120,4.0
50998,945,15.0,1142,4.0
50999,2100,31.0,2232,5.0
